combination,fundinglevel,variance,category,funding,moe
195,100,50.51461484,100,137.9024021,314.2874612
196,100,32.59444507,100,88.98122425,175.5462501
197,100,37.9884633,100,103.7066274,227.868953
198,100,50.85199295,100,138.8234277,28.16068402
199,100,56.24601117,100,153.5488309,82.29136337
200,100,38.56446238,100,105.2790765,299.3455518
201,100,43.95848061,100,120.0044797,377.4481034
202,100,56.82201026,100,155.1212799,65.83349591
203,100,62.21602848,100,169.8466831,249.5848274
204,100,44.29585872,100,120.9255052,361.0206967
205,100,49.68987694,100,135.6509084,281.6860514
206,100,62.55340659,100,170.7677087,449.8583537
207,100,67.94742482,100,185.4931119,501.9495634
208,100,40.73538929,100,111.2055997,190.602868
209,100,46.12940752,100,125.9310029,329.7009525
210,100,58.99293717,100,161.0478031,369.7008586
211,100,64.3869554,100,175.7732063,219.9173144
212,100,46.46678563,100,126.8520284,304.1530236
213,100,51.86080386,100,141.5774316,84.45004794
214,100,64.72433351,100,176.6942319,68.17225918
215,100,70.11835173,100,191.419635,376.3525924
216,100,52.43680294,100,143.1498806,191.1242584
217,100,57.83082117,100,157.8752838,366.4714808
218,100,70.69435082,100,192.9920841,444.124098
219,100,76.08836904,100,207.7174873,438.6806452
220,100,58.16819928,100,158.7963094,359.5000719
221,100,63.5622175,100,173.5217126,552.9505682
222,100,76.42574715,100,208.6385128,3.004000548
223,100,81.81976538,100,223.363916,379.8151242
224,100,29.66932806,100,80.99579936,100.8342901
225,100,35.06334628,100,95.72120255,297.2626998
226,100,47.92687593,100,130.8380028,385.6603083
227,100,53.32089416,100,145.563406,389.4817119
228,100,35.4007244,100,96.64222812,103.697914
229,100,40.79474262,100,111.3676313,376.5454451
230,100,53.65827227,100,146.4844316,180.0313149
231,100,59.0522905,100,161.2098347,119.6568029
232,100,41.3707417,100,112.9400803,357.4638541
233,100,46.76475993,100,127.6654835,246.691217
234,100,59.62828958,100,162.7822838,137.4016817
235,100,65.02230781,100,177.507687,501.6162186
236,100,47.10213804,100,128.5865091,99.13393499
237,100,52.49615627,100,143.3119123,365.2487208
238,100,65.35968592,100,178.4287125,570.9778421
239,100,70.75370415,100,193.1541157,663.2136949
240,100,43.54166862,100,118.8666035,102.3489816
241,100,48.93568684,100,133.5920067,98.46572477
242,100,61.7992165,100,168.708807,91.33672723
243,100,67.19323472,100,183.4342102,447.2241011
244,100,49.27306496,100,134.5130323,167.7124755
245,100,54.66708318,100,149.2384355,53.12317823
246,100,67.53061283,100,184.3552357,360.8089941
247,100,72.92463106,100,199.0806389,481.7107089
248,100,55.24308226,100,150.8108845,373.3198539
249,100,60.63710049,100,165.5362877,579.7065536
250,100,73.50063014,100,200.6530879,204.6192826
251,100,78.89464837,100,215.3784911,246.8650545
252,100,60.9744786,100,166.4573133,428.9767801
253,100,66.36849683,100,181.1827165,323.3670138
254,100,79.23202648,100,216.2995167,71.6552976
255,100,84.62604471,100,231.0249199,533.7295462
256,100,13.30453052,100,36.32071083,93.6067951
257,100,18.69854875,100,51.04611402,136.2417555
258,100,31.5620784,100,86.16291426,83.84129889
259,100,36.95609663,100,100.8883175,73.13635213
260,100,19.03592686,100,51.96713959,25.2180431
261,100,24.42994509,100,66.69254278,270.2141822
262,100,37.29347474,100,101.809343,259.2289529
263,100,42.68749296,100,116.5347462,346.5592326
264,100,25.00594417,100,68.26499181,192.7919126
265,100,30.3999624,100,82.990395,229.8232766
266,100,43.26349205,100,118.1071952,157.7649662
267,100,48.65751027,100,132.8325984,65.17793597
268,100,30.73734051,100,83.91142057,169.229624
269,100,36.13135873,100,98.63682376,81.92375485
270,100,48.99488838,100,133.753624,92.25762675
271,100,54.38890661,100,148.4790272,103.9609258
272,100,27.17687108,100,74.191515,119.9425355
273,100,32.57088931,100,88.91691819,221.0332932
274,100,45.43441896,100,124.0337184,244.6718339
275,100,50.82843719,100,138.7591216,381.5279451
276,100,32.90826742,100,89.83794376,18.1263596
277,100,38.30228565,100,104.563347,332.9120928
278,100,51.1658153,100,139.6801472,226.7182604
279,100,56.55983352,100,154.4055504,0.977561603
280,100,38.87828473,100,106.135796,255.367122
281,100,44.27230296,100,120.8611992,108.0881213
282,100,57.13583261,100,155.9779994,202.0101142
283,100,62.52985083,100,170.7034026,400.7331804
284,100,44.60968107,100,121.7822247,346.9327318
285,100,50.00369929,100,136.5076279,427.4138752
286,100,62.86722894,100,171.6244282,346.1511079
287,100,68.26124717,100,186.3498314,8.37466613
288,100,16.11080985,100,43.9817147,81.63383743
289,100,21.50482808,100,58.70711789,120.3826016
290,100,34.36835773,100,93.82391813,206.9908902
291,100,39.76237595,100,108.5493213,166.3113215
292,100,21.84220619,100,59.62814346,136.4680592
293,100,27.23622441,100,74.35354665,230.8619437
294,100,40.09975406,100,109.4703469,334.4446316
295,100,45.49377229,100,124.1957501,120.9423485
296,100,27.8122235,100,75.92599568,16.82433585
297,100,33.20624172,100,90.65139887,262.2573091
298,100,46.06977137,100,125.7681991,24.76089866
299,100,51.4637896,100,140.4936023,446.9455106
300,100,33.54361983,100,91.57242444,353.2200817
301,100,38.93763806,100,106.2978276,185.1534862
302,100,51.80116771,100,141.4146279,187.9381224
303,100,57.19518594,100,156.1400311,513.1599714
304,100,29.98315041,100,81.85251887,49.07007087
305,100,35.37716864,100,96.57792206,395.082755
306,100,48.24069829,100,131.6947223,359.3433722
307,100,53.63471651,100,146.4201255,425.6644246
308,100,35.71454675,100,97.49894763,378.5172188
309,100,41.10856497,100,112.2243508,97.94583248
310,100,53.97209462,100,147.3411511,223.5607801
311,100,59.36611285,100,162.0665543,9.297738455
312,100,41.68456406,100,113.7967999,180.9103461
313,100,47.07858228,100,128.522203,116.4926178
314,100,59.94211193,100,163.6390033,125.8340969
315,100,65.33613016,100,178.3644065,312.4575048
316,100,47.41596039,100,129.4432286,59.29537495
317,100,52.80997862,100,144.1686318,400.493194
318,100,65.67350827,100,179.285432,252.6789825
319,100,71.0675265,100,194.0108352,194.0765113
320,100,29.51029704,100,80.56165255,178.4982353
321,100,34.90431527,100,95.28705574,41.82800318
322,100,47.76784492,100,130.403856,47.02921173
323,100,53.16186315,100,145.1292592,352.7093523
324,100,35.24169338,100,96.20808131,185.958989
325,100,40.63571161,100,110.9334845,135.0279499
326,100,53.49924126,100,146.0502847,55.280037
327,100,58.89325948,100,160.7756879,466.2050748
328,100,41.21171069,100,112.5059335,205.724025
329,100,46.60572892,100,127.2313367,279.5656399
330,100,59.46925857,100,162.348137,363.3043412
331,100,64.86327679,100,177.0735402,35.38492519
332,100,46.94310703,100,128.1523623,121.2546749
333,100,52.33712525,100,142.8777655,371.6901671
334,100,65.2006549,100,177.9945657,446.9173029
335,100,70.59467313,100,192.7199689,260.1860996
336,100,43.3826376,100,118.4324567,147.8885741
337,100,48.77665583,100,133.1578599,90.29454269
338,100,61.64018548,100,168.2746602,179.5869217
339,100,67.03420371,100,183.0000633,336.3668119
340,100,49.11403394,100,134.0788855,240.1484709
341,100,54.50805217,100,148.8042887,131.7177413
342,100,67.37158182,100,183.9210889,101.9920143
343,100,72.76560004,100,198.6464921,352.5416759
344,100,55.08405125,100,150.3767377,100.579776
345,100,60.47806948,100,165.1021409,124.8013971
346,100,73.34159913,100,200.2189411,444.1568101
347,100,78.73561735,100,214.9443443,140.9327553
348,100,60.81544759,100,166.0231665,10.6583759
349,100,66.20946581,100,180.7485697,514.9154211
350,100,79.07299546,100,215.8653699,498.5250344
351,100,84.46701369,100,230.5907731,6.569292936
352,100,32.31657637,100,88.22265642,229.614568
353,100,37.71059459,100,102.9480596,224.3373729
354,100,50.57412424,100,138.0648599,153.2129359
355,100,55.96814247,100,152.790263,190.4275884
356,100,38.0479727,100,103.8690852,93.69115071
357,100,43.44199093,100,118.5944884,134.8439869
358,100,56.30552058,100,153.7112886,182.0065652
359,100,61.69953881,100,168.4366918,59.0429777
360,100,44.01799001,100,120.1669374,281.299361
361,100,49.41200824,100,134.8923406,230.1818556
362,100,62.27553789,100,170.0091408,68.16363643
363,100,67.66955612,100,184.734544,586.5840728
364,100,49.74938635,100,135.8133662,119.0485875
365,100,55.14340458,100,150.5387694,261.3377136
366,100,68.00693423,100,185.6555696,201.1854028
367,100,73.40095245,100,200.3809728,44.09781804
368,100,46.18891693,100,126.0934606,112.987766
369,100,51.58293515,100,140.8188638,271.562464
370,100,64.4464648,100,175.935664,457.0468877
371,100,69.84048303,100,190.6610672,295.7913217
372,100,51.92031327,100,141.7398894,321.2751366
373,100,57.31433149,100,156.4652925,287.4588661
374,100,70.17786114,100,191.5820928,278.335738
375,100,75.57187937,100,206.307496,635.2979483
376,100,57.89033057,100,158.0377416,390.9071012
377,100,63.2843488,100,172.7631448,57.49635038
378,100,76.14787845,100,207.879945,359.658849
379,100,81.54189668,100,222.6053482,547.3612415
380,100,63.62172691,100,173.6841703,208.1361465
381,100,69.01574514,100,188.4095735,330.3903935
382,100,81.87927479,100,223.5263738,615.8485688
383,100,87.27329302,100,238.251777,169.9316188
384,100,23.96181274,100,65.4145646,36.10559043
385,100,29.35583096,100,80.13996779,101.4039494
386,100,42.21936061,100,115.256768,258.1511276
387,100,47.61337884,100,129.9821712,203.1662358
388,100,29.69320908,100,81.06099336,49.74585353
389,100,35.0872273,100,95.78639655,35.53827052
390,100,47.95075695,100,130.9031968,88.43620918
391,100,53.34477518,100,145.6286,382.1197633
392,100,35.66322638,100,97.35884558,136.1454679
393,100,41.05724461,100,112.0842488,290.0927394
394,100,53.92077426,100,147.201049,172.477989
395,100,59.31479249,100,161.9264522,478.6217604
396,100,41.39462272,100,113.0052743,191.100196
397,100,46.78864095,100,127.7306775,380.3449792
398,100,59.6521706,100,162.8474778,213.7482216
399,100,65.04618882,100,177.572881,417.3530994
400,100,37.8341533,100,103.2853688,204.7935859
401,100,43.22817152,100,118.010772,185.8258307
402,100,56.09170118,100,153.1275722,307.0286787
403,100,61.4857194,100,167.8529754,175.8928365
404,100,43.56554964,100,118.9317975,46.24241121
405,100,48.95956786,100,133.6572007,432.9812085
406,100,61.82309751,100,168.774001,145.7605371
407,100,67.21711574,100,183.4994042,411.5339174
408,100,49.53556694,100,135.2296498,341.90584
409,100,54.92958517,100,149.9550529,143.4437241
410,100,67.79311482,100,185.0718532,238.1146943
411,100,73.18713305,100,199.7972564,238.2273842
412,100,55.26696328,100,150.8760785,204.6232608
413,100,60.66098151,100,165.6014817,170.2371187
414,100,73.52451116,100,200.7182819,33.5230989
415,100,78.91852939,100,215.4436851,571.3454573
416,100,26.76809206,100,73.07556847,109.178307
417,100,32.16211029,100,87.80097166,268.151505
418,100,45.02563994,100,122.9177719,122.7329531
419,100,50.41965817,100,137.6431751,213.3792981
420,100,32.4994884,100,88.72199723,198.3918872
421,100,37.89350663,100,103.4474004,62.43459483
422,100,50.75703628,100,138.5642007,174.5292188
423,100,56.1510545,100,153.2896039,221.6190039
424,100,38.46950571,100,105.0198495,384.4387638
425,100,43.86352394,100,119.7452526,231.414849
426,100,56.72705359,100,154.8620529,305.1277506
427,100,62.12107181,100,169.5874561,64.15890368
428,100,44.20090205,100,120.6662782,250.5146587
429,100,49.59492027,100,135.3916814,560.550096
430,100,62.45844992,100,170.5084816,522.4047312
431,100,67.85246815,100,185.2338848,384.0515518
432,100,40.64043262,100,110.9463726,173.3281242
433,100,46.03445085,100,125.6717758,80.48209646
434,100,58.8979805,100,160.7885761,178.7566364
435,100,64.29199873,100,175.5139793,551.9409086
436,100,46.37182896,100,126.5928014,480.8077307
437,100,51.76584719,100,141.3182046,446.9470213
438,100,64.62937684,100,176.4350048,510.9787103
439,100,70.02339506,100,191.160408,481.2579919
440,100,52.34184627,100,142.8906536,437.5231703
441,100,57.7358645,100,157.6160568,51.2403833
442,100,70.59939415,100,192.7328571,186.0316537
443,100,75.99341237,100,207.4582602,593.1434375
444,100,58.07324261,100,158.5370824,391.0520455
445,100,63.46726083,100,173.2624856,192.5675625
446,100,76.33079048,100,208.3792858,170.5550427
447,100,81.72480871,100,223.104689,470.7905921
448,100,40.16757926,100,109.6555063,219.2984146
449,100,45.56159748,100,124.3809095,373.7744685
450,100,58.42512713,100,159.4977098,77.38129987
451,100,63.81914536,100,174.2231129,375.7701478
452,100,45.89897559,100,125.3019351,362.2914979
453,100,51.29299382,100,140.0273383,285.8435703
454,100,64.15652347,100,175.1441385,427.4678804
455,100,69.5505417,100,189.8695417,586.4000514
456,100,51.8689929,100,141.5997873,183.341549
457,100,57.26301113,100,156.3251905,155.1540506
458,100,70.12654078,100,191.4419907,27.6740742
459,100,75.52055901,100,206.1673939,450.6098932
460,100,57.60038924,100,157.2462161,420.9476578
461,100,62.99440747,100,171.9716193,192.7701016
462,100,75.85793712,100,207.0884195,59.84916822
463,100,81.25195534,100,221.8138227,420.1890555
464,100,54.03991982,100,147.5263105,9.014881262
465,100,59.43393804,100,162.2517137,448.9643731
466,100,72.29746769,100,197.3685139,157.6903686
467,100,77.69148592,100,212.0939171,241.490499
468,100,59.77131615,100,163.1727393,315.1947261
469,100,65.16533438,100,177.8981424,470.7184531
470,100,78.02886403,100,213.0149427,63.19735979
471,100,83.42288226,100,227.7403459,499.1306508
472,100,65.74133346,100,179.4705915,166.1219274
473,100,71.13535169,100,194.1959947,333.9333669
474,100,83.99888134,100,229.3127949,455.1265187
475,100,89.39289957,100,244.0381981,174.3321038
476,100,71.4727298,100,195.1170202,323.6648379
477,100,76.86674803,100,209.8424234,281.5948202
478,100,89.73027768,100,244.9592237,685.6233767
479,100,95.1242959,100,259.6846269,470.1349388
480,100,42.97385858,100,117.3165102,64.7696776
481,100,48.36787681,100,132.0419134,168.1621532
482,100,61.23140646,100,167.1587136,26.94179093
483,100,66.62542468,100,181.8841168,188.8544597
484,100,48.70525492,100,132.962939,295.7073062
485,100,54.09927315,100,147.6883421,95.97648309
486,100,66.9628028,100,182.8051424,134.5917513
487,100,72.35682102,100,197.5305456,537.7782363
488,100,54.67527223,100,149.2607912,12.32937479
489,100,60.06929045,100,163.9861944,93.13059519
490,100,72.9328201,100,199.1029946,406.3548345
491,100,78.32683833,100,213.8283978,84.3621443
492,100,60.40666857,100,164.9072199,34.8953983
493,100,65.80068679,100,179.6326231,378.9819408
494,100,78.66421644,100,214.7494234,66.343863
495,100,84.05823467,100,229.4748266,787.3132418
496,100,56.84619914,100,155.1873144,198.2115628
497,100,62.24021737,100,169.9127176,313.6232665
498,100,75.10374702,100,205.0295178,436.5217382
499,100,80.49776525,100,219.754921,227.8036657
500,100,62.57759548,100,170.8337431,384.4556668
501,100,67.97161371,100,185.5591463,353.300415
502,100,80.83514336,100,220.6759466,158.8217083
503,100,86.22916158,100,235.4013497,674.4053135
504,100,68.54761279,100,187.1315953,269.6548066
505,100,73.94163101,100,201.8569985,539.363224
506,100,86.80516067,100,236.9737988,488.3015243
507,100,92.19917889,100,251.699202,249.9232136
508,100,74.27900913,100,202.7780241,509.9504628
509,100,79.67302735,100,217.5034273,69.33309757
510,100,92.536557,100,252.6202275,130.9410582
511,100,97.93057523,100,267.3456307,120.8502007
512,100,7.827848647,100,21.36963996,60.03774431
513,100,13.22186687,100,36.09504315,95.45454736
514,100,26.08539652,100,71.21184339,32.71681719
515,100,31.47941475,100,85.93724658,158.9504023
516,100,13.55924498,100,37.01606872,190.673627
517,100,18.95326321,100,51.74147191,164.1922583
518,100,31.81679286,100,86.85827215,129.0904122
519,100,37.21081109,100,101.5836753,43.20936516
520,100,19.52926229,100,53.31392094,177.1751534
521,100,24.92328052,100,68.03932413,175.9550322
522,100,37.78681017,100,103.1561244,17.15588702
523,100,43.1808284,100,117.8815276,53.73296856
524,100,25.26065863,100,68.9603497,279.1586977
525,100,30.65467686,100,83.68575289,206.252825
526,100,43.51820651,100,118.8025531,113.036748
527,100,48.91222473,100,133.5279563,62.74805779
528,100,21.70018921,100,59.24044413,96.9500998
529,100,27.09420743,100,73.96584732,14.12870831
530,100,39.95773708,100,109.0826476,186.0354963
531,100,45.35175531,100,123.8080508,77.55167923
532,100,27.43158554,100,74.88687289,193.4576699
533,100,32.82560377,100,89.61227608,124.1986024
534,100,45.68913342,100,124.7290763,226.3471213
535,100,51.08315165,100,139.4544795,133.7039385
536,100,33.40160285,100,91.18472511,177.3609927
537,100,38.79562108,100,105.9101283,278.2652791
538,100,51.65915073,100,141.0269285,92.68662775
539,100,57.05316896,100,155.7523317,302.0610592
540,100,39.13299919,100,106.8311539,43.95014447
541,100,44.52701742,100,121.5565571,484.2350325
542,100,57.39054707,100,156.6733573,39.16844748
543,100,62.78456529,100,171.3987605,260.1679023
544,100,10.63412797,100,29.03064383,53.08729848
545,100,16.0281462,100,43.75604702,191.2739067
546,100,28.89167585,100,78.87284726,60.94382531
547,100,34.28569408,100,93.59825045,337.7452124
548,100,16.36552431,100,44.67707259,130.6428378
549,100,21.75954254,100,59.40247578,168.071412
550,100,34.62307219,100,94.51927602,276.6347229
551,100,40.01709041,100,109.2446792,57.48370624
552,100,22.33554162,100,60.97492481,176.9983214
553,100,27.72955984,100,75.700328,229.2746611
554,100,40.5930895,100,110.8171282,349.6898298
555,100,45.98710772,100,125.5425314,41.69518764
556,100,28.06693796,100,76.62135357,86.26718818
557,100,33.46095618,100,91.34675676,261.2657187
558,100,46.32448583,100,126.463557,277.1843321
559,100,51.71850406,100,141.1889602,361.9039522
560,100,24.50646853,100,66.901448,116.9917149
561,100,29.90048676,100,81.62685119,87.38663423
562,100,42.76401641,100,116.7436514,283.6251091
563,100,48.15803464,100,131.4690546,483.614758
564,100,30.23786487,100,82.54787676,153.8103855
565,100,35.6318831,100,97.27327995,157.0695313
566,100,48.49541275,100,132.3900802,4.755833839
567,100,53.88943097,100,147.1154834,114.185134
568,100,36.20788218,100,98.84572898,4.910625592
569,100,41.60190041,100,113.5711322,493.7209452
570,100,54.46543006,100,148.6879324,403.5751221
571,100,59.85944828,100,163.4133356,406.1812582
572,100,41.93927852,100,114.4921577,485.5622962
573,100,47.33329674,100,129.2175609,224.5116461
574,100,60.19682639,100,164.3343612,203.2986247
575,100,65.59084462,100,179.0597644,152.5927967
576,100,24.03361517,100,65.61058168,116.8135181
577,100,29.42763339,100,80.33598487,74.99234981
578,100,42.29116304,100,115.4527851,236.7856116
579,100,47.68518127,100,130.1781883,46.43820776
580,100,29.7650115,100,81.25701044,55.18128812
581,100,35.15902973,100,95.98241363,28.92625551
582,100,48.02255938,100,131.0992139,217.9622532
583,100,53.41657761,100,145.8246171,436.1256339
584,100,35.73502881,100,97.55486266,37.57097879
585,100,41.12904704,100,112.2802659,236.8604574
