combination,fundinglevel,variance,category,funding,moe
88,100,38,100,50,275
89,100,24,100,49,129
90,100,70,100,16,192
91,100,26,100,23,142
92,100,21,100,43,49
93,100,23,100,17,131
94,100,26,100,36,125
95,100,60,100,38,127
96,100,45,100,42,254
97,100,22,100,47,51
98,100,26,100,35,235
99,100,14,100,14,291
100,100,139,100,47,296
101,100,17,100,38,93
102,100,12,100,40,26
103,100,38,100,19,143
104,100,13,100,19,35
105,100,66,100,43,254
106,100,30,100,19,81
107,100,109,100,45,298
108,100,18,100,21,112
109,100,34,100,11,254
110,100,49,100,13,251
111,100,84,100,34,274
112,100,28,100,36,77
113,100,30,100,38,213
114,100,23,100,20,51
115,100,35,100,12,280
116,100,16,100,33,265
117,100,74,100,14,299
118,100,17,100,7,50
119,100,81,100,48,233
120,100,32,100,31,201
121,100,30,100,23,152
122,100,25,100,7,176
123,100,13,100,37,31
124,100,43,100,39,131
125,100,30,100,12,202
126,100,36,100,25,138
127,100,68,100,7,213
128,100,16,100,28,146
129,100,84,100,12,213
130,100,59,100,13,173
131,100,11,100,22,22
132,100,37,100,33,78
133,100,51,100,28,110
134,100,22,100,18,51
135,100,12,100,33,74
136,100,12,100,5,49
137,100,30,100,46,61
138,100,50,100,24,118
139,100,11,100,48,233
140,100,31,100,48,139
141,100,120,100,10,258
142,100,69,100,44,185
143,100,19,100,21,70
144,100,57,100,22,223
145,100,15,100,11,63
146,100,61,100,37,161
147,100,57,100,40,127
148,100,34,100,24,118
149,100,17,100,11,289
150,100,70,100,48,232
151,100,40,100,45,247
152,100,20,100,12,41
153,100,18,100,14,41
154,100,50,100,39,120
155,100,77,100,43,180
156,100,42,100,19,109
157,100,24,100,16,182
158,100,39,100,48,199
159,100,23,100,50,165
160,100,26,100,39,78
161,100,31,100,15,128
162,100,26,100,37,92
163,100,71,100,30,153
164,100,34,100,27,128
165,100,62,100,40,227
166,100,82,100,19,227
167,100,66,100,14,185
168,100,10,100,5,288
169,100,43,100,8,246
170,100,15,100,35,105
171,100,19,100,7,55
172,100,13,100,50,87
173,100,59,100,42,246
174,100,67,100,10,211
175,100,15,100,31,118
176,100,15,100,50,244
177,100,43,100,19,187
178,100,71,100,25,161
179,100,11,100,11,253
180,100,63,100,37,164
181,100,10,100,17,23
182,100,19,100,18,87
183,100,73,100,16,194
184,100,23,100,46,221
185,100,50,100,24,117
186,100,26,100,46,101
187,100,74,100,31,160
188,100,22,100,33,75
189,100,10,100,6,32
190,100,55,100,47,285
191,100,38,100,20,135
192,100,46,100,46,181
193,100,77,100,5,165
194,100,23,100,13,182
195,100,10,100,46,35
196,100,75,100,11,215
197,100,52,100,10,171
198,100,25,100,37,102
199,100,73,100,29,190
200,100,27,100,18,54
201,100,127,100,8,285
202,100,13,100,49,42
203,100,90,100,27,208
204,100,16,100,28,34
205,100,10,100,45,102
206,100,22,100,15,48
207,100,55,100,7,187
208,100,71,100,24,202
209,100,95,100,50,219
210,100,48,100,34,131
211,100,13,100,49,33
212,100,37,100,28,86
213,100,12,100,36,47
214,100,105,100,37,267
215,100,12,100,45,27
216,100,57,100,50,173
217,100,23,100,35,178
218,100,26,100,46,108
219,100,38,100,13,89
220,100,42,100,18,232
221,100,71,100,34,251
222,100,36,100,6,275
223,100,49,100,32,155
224,100,10,100,14,26
225,100,53,100,36,149
226,100,51,100,5,140
227,100,34,100,31,202
228,100,29,100,14,76
229,100,110,100,10,268
230,100,115,100,10,239
231,100,17,100,17,51
232,100,86,100,14,260
233,100,14,100,36,251
234,100,17,100,25,38
235,100,94,100,46,203
236,100,113,100,48,251
237,100,29,100,23,200
238,100,48,100,7,121
239,100,12,100,25,24
240,100,18,100,24,79
241,100,12,100,38,296
242,100,41,100,40,89
243,100,55,100,49,130
244,100,42,100,28,116
245,100,37,100,49,113
246,100,20,100,9,96
247,100,28,100,35,215
248,100,104,100,49,253
249,100,31,100,27,251
250,100,12,100,33,43
251,100,123,100,17,255
252,100,64,100,18,282
253,100,27,100,6,74
254,100,99,100,22,247
255,100,89,100,34,249
256,100,26,100,23,153
257,100,94,100,20,244
258,100,37,100,33,201
259,100,42,100,5,229
260,100,13,100,26,73
261,100,14,100,11,61
262,100,130,100,7,296
263,100,64,100,45,143
264,100,117,100,15,272
265,100,17,100,40,39
266,100,60,100,34,222
267,100,48,100,48,106
268,100,19,100,34,128
269,100,18,100,42,45
270,100,37,100,10,102
271,100,60,100,7,270
272,100,47,100,18,194
273,100,112,100,14,246
274,100,53,100,22,206
275,100,21,100,44,153
276,100,35,100,24,164
277,100,118,100,47,249
278,100,49,100,36,122
279,100,91,100,21,279
280,100,81,100,46,168
281,100,11,100,19,34
282,100,29,100,33,162
283,100,41,100,45,252
284,100,24,100,27,62
285,100,69,100,13,225
286,100,78,100,41,233
287,100,45,100,17,236
288,100,45,100,38,102
289,100,23,100,37,50
290,100,10,100,39,23
291,100,28,100,38,86
292,100,16,100,33,267
293,100,30,100,34,110
294,100,94,100,25,220
295,100,115,100,7,284
296,100,16,100,20,191
297,100,19,100,45,67
298,100,122,100,42,268
299,100,13,100,38,26
300,100,37,100,17,145
301,100,51,100,37,290
302,100,16,100,13,55
303,100,17,100,50,44
304,100,79,100,14,276
305,100,36,100,38,84
306,100,29,100,47,68
307,100,69,100,45,191
308,100,52,100,38,133
309,100,12,100,42,33
310,100,51,100,10,280
311,100,72,100,6,212
312,100,90,100,44,212
313,100,19,100,29,130
314,100,44,100,17,245
315,100,65,100,22,246
316,100,25,100,44,117
317,100,10,100,7,33
318,100,87,100,25,194
319,100,75,100,20,293
320,100,70,100,17,189
321,100,25,100,43,85
322,100,56,100,21,183
323,100,23,100,38,121
324,100,44,100,38,150
325,100,31,100,49,150
326,100,64,100,6,299
327,100,62,100,46,141
328,100,79,100,13,204
329,100,21,100,11,120
330,100,59,100,33,253
331,100,112,100,50,225
332,100,31,100,6,132
333,100,25,100,5,55
334,100,23,100,48,118
335,100,90,100,41,184
336,100,42,100,10,92
337,100,70,100,8,156
338,100,26,100,35,61
339,100,32,100,10,93
340,100,10,100,36,46
341,100,36,100,14,123
342,100,41,100,14,98
343,100,12,100,44,24
344,100,16,100,14,69
345,100,46,100,37,96
346,100,27,100,10,55
347,100,28,100,42,74
348,100,122,100,14,285
349,100,46,100,48,239
350,100,78,100,39,194
351,100,103,100,9,228
352,100,102,100,31,265
353,100,11,100,34,290
354,100,25,100,48,51
355,100,43,100,20,229
356,100,54,100,40,238
357,100,47,100,32,246
358,100,34,100,22,278
359,100,29,100,28,127
360,100,55,100,16,277
361,100,73,100,33,197
362,100,67,100,23,183
363,100,19,100,33,191
364,100,122,100,45,244
365,100,16,100,25,174
366,100,16,100,13,89
367,100,19,100,12,65
368,100,10,100,49,33
369,100,22,100,14,50
370,100,72,100,6,159
371,100,41,100,30,119
372,100,34,100,43,80
373,100,11,100,20,41
374,100,14,100,9,31
375,100,12,100,17,251
376,100,63,100,18,177
377,100,12,100,32,247
378,100,104,100,16,277
379,100,50,100,44,107
380,100,13,100,44,36
381,100,10,100,42,230
382,100,43,100,12,130
383,100,81,100,45,268
384,100,19,100,39,89
385,100,27,100,43,204
386,100,29,100,40,63
387,100,11,100,33,100
388,100,11,100,35,25
389,100,97,100,45,204
390,100,18,100,5,88
391,100,41,100,15,115
392,100,86,100,30,202
393,100,14,100,43,245
394,100,73,100,34,156
395,100,77,100,42,164
396,100,80,100,46,263
397,100,10,100,21,52
398,100,46,100,49,114
399,100,25,100,37,249
400,100,14,100,10,85
401,100,31,100,33,112
402,100,57,100,14,224
403,100,10,100,42,25
404,100,35,100,48,296
405,100,46,100,10,96
406,100,35,100,8,111
407,100,16,100,10,64
408,100,10,100,19,79
409,100,48,100,13,239
410,100,76,100,43,219
411,100,28,100,33,56
412,100,25,100,23,54
413,100,52,100,49,126
414,100,46,100,20,242
415,100,18,100,10,293
416,100,21,100,42,97
417,100,20,100,43,109
418,100,24,100,47,166
419,100,14,100,26,46
420,100,11,100,26,186
421,100,87,100,26,194
422,100,72,100,35,186
423,100,93,100,24,206
424,100,10,100,40,22
425,100,16,100,49,46
426,100,20,100,6,90
427,100,34,100,40,126
428,100,39,100,21,90
429,100,62,100,28,213
430,100,14,100,29,64
431,100,27,100,40,139
432,100,32,100,47,295
433,100,39,100,26,268
434,100,84,100,38,173
435,100,39,100,16,91
436,100,30,100,23,92
437,100,72,100,10,192
438,100,22,100,13,75
439,100,15,100,12,147
440,100,19,100,42,53
441,100,110,100,12,261
442,100,17,100,20,185
443,100,30,100,11,259
444,100,132,100,24,292
445,100,26,100,9,105
446,100,10,100,38,85
447,100,15,100,27,195
448,100,26,100,7,74
449,100,34,100,30,250
450,100,25,100,23,182
451,100,80,100,50,213
452,100,31,100,5,299
453,100,13,100,35,42
454,100,18,100,8,43
455,100,99,100,9,294
456,100,59,100,35,172
457,100,11,100,21,85
458,100,26,100,30,247
459,100,13,100,46,213
460,100,19,100,17,98
461,100,12,100,19,237
462,100,45,100,42,155
463,100,17,100,23,41
464,100,11,100,26,23
465,100,13,100,24,60
466,100,40,100,31,121
467,100,17,100,36,44
468,100,15,100,42,38
469,100,11,100,21,33
470,100,46,100,25,261
471,100,138,100,34,280
472,100,57,100,26,175
473,100,75,100,25,170
474,100,20,100,5,45
475,100,93,100,14,222
476,100,115,100,30,262
477,100,62,100,7,209
478,100,28,100,32,86
479,100,12,100,37,263
480,100,11,100,16,28
481,100,43,100,43,244
482,100,113,100,7,267
483,100,37,100,44,126
484,100,12,100,7,52
485,100,41,100,37,297
486,100,11,100,13,96
487,100,28,100,21,228
488,100,17,100,13,147
489,100,22,100,39,138
490,100,24,100,18,188
491,100,17,100,16,41
492,100,32,100,41,78
493,100,16,100,33,82
494,100,39,100,40,99
495,100,100,100,49,209
496,100,16,100,22,290
497,100,14,100,49,35
498,100,55,100,50,259
499,100,24,100,41,297
500,100,49,100,24,162
501,100,49,100,21,192
502,100,21,100,34,185
503,100,11,100,20,41
504,100,60,100,7,216
505,100,29,100,15,59
506,100,45,100,43,132
507,100,110,100,32,231
508,100,16,100,10,37
509,100,24,100,15,53
510,100,53,100,20,278
511,100,92,100,37,217
512,100,17,100,19,101
513,100,14,100,27,290
514,100,28,100,9,87
515,100,125,100,47,290
516,100,45,100,23,149
517,100,121,100,50,277
518,100,27,100,41,288
519,100,73,100,11,199
520,100,10,100,23,153
521,100,15,100,13,40
522,100,21,100,30,159
523,100,56,100,33,150
524,100,103,100,40,206
525,100,21,100,10,46
526,100,10,100,48,29
527,100,131,100,7,284
528,100,75,100,34,196
529,100,64,100,32,168
530,100,46,100,33,120
531,100,109,100,16,262
532,100,67,100,46,269
533,100,24,100,39,88
534,100,37,100,18,216
535,100,12,100,7,219
536,100,15,100,14,37
537,100,125,100,21,284
538,100,37,100,28,84
539,100,48,100,42,253
540,100,37,100,12,183
541,100,36,100,25,108
542,100,27,100,16,125
543,100,92,100,15,292
544,100,27,100,44,71
545,100,52,100,47,133
546,100,19,100,23,78
547,100,31,100,41,112
548,100,18,100,5,51
549,100,31,100,13,258
550,100,10,100,40,250
551,100,32,100,11,193
552,100,13,100,41,34
553,100,35,100,11,155
554,100,100,100,48,286
555,100,73,100,8,148
556,100,11,100,15,223
557,100,36,100,40,108
558,100,17,100,47,75
559,100,15,100,23,59
560,100,56,100,18,249
561,100,17,100,50,85
562,100,18,100,12,199
563,100,27,100,6,175
564,100,61,100,23,249
565,100,112,100,22,284
566,100,19,100,23,176
567,100,101,100,47,234
568,100,25,100,38,262
569,100,49,100,24,180
570,100,49,100,46,109
571,100,12,100,38,46
572,100,24,100,39,62
573,100,66,100,31,263
574,100,104,100,18,275
575,100,45,100,32,117
576,100,95,100,7,265
577,100,42,100,50,272
578,100,34,100,26,112
579,100,17,100,39,82
580,100,21,100,30,67
581,100,130,100,10,275
582,100,62,100,8,163
583,100,39,100,15,226
584,100,10,100,22,40
585,100,87,100,26,268
586,100,69,100,36,168
587,100,28,100,36,88
588,100,32,100,20,223
589,100,49,100,36,142
590,100,53,100,34,237
591,100,12,100,19,32
592,100,138,100,5,281
593,100,18,100,47,97
594,100,20,100,17,100
595,100,10,100,33,96
596,100,12,100,26,29
597,100,20,100,43,45
598,100,24,100,28,82
599,100,16,100,36,59
600,100,26,100,18,60
601,100,27,100,7,66
602,100,41,100,44,106
603,100,10,100,34,28
604,100,36,100,21,80
605,100,12,100,6,59
606,100,121,100,41,267
607,100,24,100,9,117
608,100,39,100,42,260
609,100,100,100,42,224
610,100,27,100,15,115
611,100,37,100,48,81
612,100,29,100,37,278
613,100,48,100,43,109
614,100,40,100,11,126
615,100,68,100,38,144
616,100,73,100,45,279
617,100,25,100,8,137
618,100,40,100,9,269
619,100,95,100,43,300
620,100,18,100,8,233
621,100,30,100,31,122
622,100,41,100,35,169
623,100,68,100,30,249
624,100,29,100,29,298
625,100,85,100,48,241
626,100,20,100,21,221
627,100,49,100,34,101
628,100,27,100,9,84
629,100,22,100,45,112
630,100,18,100,9,85
631,100,11,100,32,24
632,100,68,100,50,149
633,100,79,100,27,163
634,100,117,100,14,261
635,100,97,100,18,201
636,100,60,100,30,186
637,100,29,100,33,113
638,100,27,100,7,199
639,100,15,100,28,74
640,100,10,100,11,25
641,100,15,100,11,35
642,100,32,100,43,221
643,100,17,100,29,233
644,100,107,100,17,231
645,100,29,100,46,216
646,100,32,100,18,88
647,100,15,100,45,45
648,100,74,100,24,224
649,100,17,100,47,61
650,100,39,100,46,123
651,100,55,100,7,155
652,100,11,100,16,28
653,100,19,100,5,151
654,100,54,100,12,177
655,100,30,100,40,89
656,100,12,100,34,92
657,100,64,100,16,231
658,100,12,100,28,65
659,100,51,100,48,201
660,100,35,100,7,128
661,100,13,100,48,100
662,100,58,100,37,167
663,100,10,100,50,30
664,100,17,100,38,88
665,100,40,100,35,189
666,100,114,100,6,256
667,100,41,100,7,100
668,100,59,100,6,169
669,100,48,100,18,267
670,100,52,100,25,273
671,100,57,100,39,177
672,100,37,100,24,233
673,100,73,100,49,222
674,100,112,100,38,271
675,100,42,100,15,270
676,100,26,100,15,199
677,100,68,100,42,147
678,100,16,100,5,32
679,100,15,100,43,31
680,100,41,100,36,296
681,100,36,100,16,131
682,100,86,100,30,297
683,100,23,100,44,50
684,100,21,100,39,78
685,100,15,100,18,44
686,100,19,100,19,58
687,100,27,100,17,299
688,100,57,100,19,141
689,100,104,100,49,214
690,100,13,100,23,83
691,100,65,100,5,207
692,100,28,100,22,189
693,100,16,100,50,36
694,100,57,100,7,126
695,100,27,100,50,91
696,100,11,100,7,23
697,100,13,100,39,44
698,100,14,100,23,79
699,100,24,100,37,112
700,100,21,100,31,105
701,100,55,100,12,154
702,100,87,100,23,210
703,100,12,100,21,40
704,100,31,100,17,83
705,100,32,100,5,177
706,100,10,100,47,20
707,100,23,100,23,223
708,100,32,100,44,74
709,100,11,100,31,49
710,100,30,100,30,94
711,100,11,100,14,38
712,100,42,100,31,231
713,100,118,100,10,269
714,100,18,100,36,193
715,100,12,100,9,110
716,100,28,100,43,105
717,100,21,100,18,131
718,100,86,100,11,222
719,100,10,100,50,28
720,100,67,100,31,159
721,100,40,100,18,111
722,100,63,100,33,206
723,100,10,100,50,21
724,100,48,100,22,97
725,100,17,100,42,38
726,100,32,100,17,138
727,100,12,100,42,109
728,100,85,100,42,177
729,100,58,100,35,173
730,100,15,100,28,39
731,100,102,100,20,262
732,100,34,100,43,156
733,100,44,100,45,106
734,100,15,100,45,72
735,100,12,100,16,40
736,100,111,100,5,265
737,100,78,100,21,174
738,100,51,100,15,135
739,100,48,100,30,160
740,100,80,100,22,217
741,100,12,100,27,34
742,100,88,100,12,271
743,100,35,100,17,99
744,100,76,100,42,155
745,100,99,100,40,276
746,100,45,100,38,193
747,100,107,100,47,240
748,100,130,100,34,295
749,100,10,100,38,22
750,100,81,100,34,175
751,100,17,100,22,131
752,100,86,100,12,183
753,100,29,100,11,243
754,100,11,100,28,23
755,100,132,100,49,287
756,100,65,100,18,238
757,100,116,100,33,294
758,100,25,100,19,66
759,100,24,100,7,76
760,100,66,100,13,188
761,100,107,100,7,243
762,100,11,100,17,243
763,100,12,100,50,38
764,100,10,100,36,51
765,100,10,100,45,286
766,100,14,100,10,38
767,100,42,100,26,192
768,100,55,100,19,290
769,100,51,100,13,135
770,100,84,100,45,248
771,100,21,100,35,100
772,100,11,100,19,118
773,100,17,100,22,44
774,100,68,100,7,287
775,100,56,100,12,122
776,100,11,100,32,23
777,100,43,100,11,194
778,100,17,100,5,79
779,100,130,100,21,281
780,100,19,100,7,228
781,100,11,100,42,73
782,100,37,100,37,102
783,100,99,100,38,246
784,100,56,100,41,172
785,100,16,100,24,51
786,100,10,100,23,23
787,100,13,100,41,35
788,100,16,100,14,57
789,100,15,100,37,38
790,100,54,100,23,200
791,100,17,100,44,279
792,100,28,100,40,262
793,100,16,100,29,72
794,100,27,100,38,221
795,100,36,100,47,200
796,100,14,100,17,193
797,100,36,100,17,298
798,100,68,100,21,262
799,100,33,100,26,79
800,100,94,100,26,214
801,100,100,100,27,204
802,100,14,100,30,121
803,100,82,100,13,209
804,100,16,100,13,51
805,100,109,100,43,246
806,100,114,100,49,239
807,100,52,100,42,194
808,100,12,100,12,36
809,100,44,100,43,283
810,100,25,100,31,98
811,100,22,100,10,58
812,100,22,100,7,56
813,100,42,100,13,197
814,100,28,100,38,58
815,100,18,100,28,160
816,100,45,100,11,170
817,100,17,100,30,290
818,100,10,100,42,32
819,100,46,100,23,118
820,100,67,100,31,213
821,100,129,100,38,265
822,100,21,100,49,63
823,100,117,100,10,266
824,100,67,100,49,230
825,100,11,100,22,23
826,100,128,100,32,298
827,100,19,100,39,61
828,100,83,100,33,173
829,100,72,100,35,145
830,100,12,100,35,63
831,100,15,100,29,50
832,100,76,100,50,189
833,100,21,100,17,73
834,100,50,100,17,117
835,100,37,100,25,209
836,100,61,100,11,148
837,100,11,100,5,30
838,100,101,100,37,206
839,100,35,100,14,105
840,100,20,100,25,132
841,100,37,100,15,102
842,100,43,100,50,101
843,100,42,100,42,300
844,100,14,100,22,30
845,100,121,100,35,271
846,100,47,100,29,112
847,100,52,100,27,106
848,100,64,100,20,211
849,100,119,100,25,262
850,100,26,100,31,184
851,100,11,100,23,198
852,100,14,100,45,34
853,100,17,100,28,133
854,100,51,100,13,227
855,100,74,100,16,209
856,100,20,100,15,94
857,100,41,100,6,97
858,100,44,100,43,159
859,100,19,100,11,292
860,100,56,100,16,210
861,100,14,100,8,105
862,100,11,100,14,122
863,100,72,100,39,149
864,100,41,100,33,94
865,100,19,100,19,49
866,100,16,100,5,110
867,100,68,100,49,166
868,100,52,100,24,211
869,100,16,100,14,100
870,100,19,100,34,169
871,100,14,100,29,35
872,100,79,100,22,209
873,100,16,100,39,34
874,100,15,100,20,35
875,100,11,100,35,76
876,100,29,100,26,75
877,100,89,100,40,282
878,100,11,100,36,104
879,100,23,100,31,134
880,100,33,100,25,249
881,100,92,100,41,289
882,100,79,100,30,297
883,100,106,100,30,256
884,100,11,100,8,25
885,100,125,100,40,275
886,100,13,100,10,37
887,100,56,100,26,137
888,100,69,100,38,198
889,100,84,100,28,186
890,100,73,100,45,275
891,100,62,100,10,232
892,100,16,100,46,75
893,100,39,100,32,122
894,100,48,100,13,123
895,100,20,100,21,140
896,100,45,100,33,255
897,100,20,100,11,143
898,100,34,100,39,96
899,100,24,100,8,48
900,100,20,100,24,285
901,100,17,100,48,57
902,100,18,100,9,177
903,100,50,100,5,216
904,100,52,100,14,169
905,100,55,100,23,113
906,100,71,100,17,199
907,100,40,100,9,106
908,100,12,100,13,105
909,100,43,100,25,123
910,100,19,100,46,169
911,100,14,100,19,28
912,100,25,100,41,57
913,100,11,100,23,30
914,100,47,100,36,252
915,100,17,100,41,144
916,100,12,100,24,35
917,100,46,100,27,141
918,100,61,100,40,252
919,100,40,100,30,83
920,100,144,100,16,289
921,100,20,100,26,114
922,100,27,100,20,94
923,100,53,100,6,186
924,100,34,100,25,172
925,100,75,100,35,177
926,100,55,100,50,162
927,100,19,100,35,48
928,100,23,100,49,48
929,100,76,100,47,280
930,100,49,100,49,175
931,100,18,100,35,131
932,100,128,100,38,273
933,100,26,100,7,57
934,100,14,100,19,54
935,100,48,100,40,272
936,100,31,100,22,112
937,100,43,100,5,282
938,100,33,100,47,145
939,100,43,100,30,153
940,100,49,100,6,207
941,100,29,100,15,170
942,100,10,100,10,164
943,100,33,100,47,103
944,100,32,100,40,143
945,100,38,100,12,111
946,100,33,100,7,146
947,100,44,100,39,297
948,100,58,100,28,150
949,100,81,100,36,206
950,100,11,100,12,56
951,100,25,100,13,86
952,100,14,100,45,31
953,100,43,100,50,205
954,100,55,100,14,225
955,100,75,100,15,224
956,100,58,100,18,214
957,100,60,100,12,219
958,100,18,100,9,118
959,100,24,100,13,144
960,100,45,100,12,166
961,100,21,100,18,43
962,100,44,100,7,129
963,100,24,100,48,292
964,100,51,100,13,223
965,100,28,100,49,143
966,100,91,100,34,205
967,100,38,100,40,286
968,100,13,100,19,35
969,100,125,100,6,282
970,100,23,100,50,254
971,100,14,100,34,241
972,100,41,100,40,172
973,100,76,100,32,169
974,100,64,100,19,153
975,100,56,100,8,195
976,100,84,100,49,251
977,100,78,100,37,251
978,100,31,100,49,110
979,100,75,100,26,184
980,100,34,100,5,124
981,100,19,100,34,88
982,100,22,100,28,169
983,100,17,100,45,190
984,100,19,100,26,135
985,100,21,100,21,73
986,100,19,100,25,66
987,100,51,100,38,173
988,100,13,100,6,76
989,100,34,100,45,87
990,100,18,100,47,182
991,100,17,100,48,140
992,100,48,100,38,144
993,100,48,100,13,119
994,100,114,100,39,233
995,100,21,100,6,176
996,100,22,100,12,59
997,100,23,100,42,131
998,100,60,100,34,235
999,100,19,100,46,229
1000,100,84,100,38,239
1001,100,35,100,50,210
1002,100,64,100,29,206
1003,100,26,100,11,106
1004,100,64,100,36,264
1005,100,62,100,33,256
1006,100,10,100,28,21
1007,100,119,100,46,298
1008,100,10,100,44,20
1009,100,30,100,11,110
1010,100,27,100,6,126
1011,100,34,100,5,155
1012,100,77,100,25,289
1013,100,86,100,44,269
1014,100,11,100,5,46
1015,100,16,100,5,32
1016,100,29,100,9,141
1017,100,33,100,40,114
1018,100,32,100,8,160
1019,100,50,100,17,201
1020,100,30,100,13,292
1021,100,107,100,18,261
1022,100,82,100,48,195
1023,100,17,100,43,84
1024,100,28,100,28,67
1025,100,27,100,22,60
1026,100,88,100,20,236
1027,100,26,100,10,65
1028,100,74,100,12,235
1029,100,80,100,11,258
1030,100,83,100,45,236
1031,100,55,100,37,144
1032,100,23,100,10,195
1033,100,119,100,37,289
1034,100,22,100,17,140
1035,100,92,100,7,218
1036,100,14,100,39,170
1037,100,40,100,26,288
1038,100,22,100,48,45
1039,100,72,100,15,255
1040,100,49,100,37,110
1041,100,50,100,13,280
1042,100,14,100,13,176
1043,100,68,100,42,191
1044,100,73,100,11,225
1045,100,56,100,37,155
1046,100,18,100,46,127
1047,100,106,100,35,224
1048,100,119,100,10,255
1049,100,77,100,18,175
1050,100,16,100,42,227
1051,100,11,100,50,50
1052,100,117,100,38,252
1053,100,43,100,25,267
1054,100,14,100,12,47
1055,100,80,100,10,198
1056,100,11,100,19,24
1057,100,59,100,21,132
1058,100,21,100,8,44
1059,100,12,100,22,25
1060,100,57,100,15,236
1061,100,71,100,11,269
1062,100,25,100,36,94
1063,100,14,100,43,51
1064,100,13,100,9,128
1065,100,103,100,30,259
1066,100,58,100,50,234
1067,100,57,100,6,180
1068,100,10,100,27,21
1069,100,10,100,17,74
1070,100,42,100,30,258
1071,100,65,100,33,271
1072,100,26,100,41,59
1073,100,12,100,32,25
1074,100,11,100,46,23
1075,100,12,100,27,194
1076,100,69,100,47,291
1077,100,70,100,50,141
1078,100,135,100,18,288
1079,100,20,100,34,42
1080,100,126,100,5,285
1081,100,42,100,50,169
1082,100,60,100,17,267
1083,100,28,100,22,165
1084,100,50,100,10,203
1085,100,20,100,47,128
1086,100,43,100,9,150
1087,100,34,100,47,135
1088,100,41,100,11,133
1089,100,22,100,15,56
1090,100,66,100,30,246
1091,100,18,100,49,209
1092,100,65,100,12,137
1093,100,51,100,13,227
1094,100,47,100,37,212
1095,100,17,100,12,253
1096,100,16,100,15,52
1097,100,104,100,7,247
1098,100,13,100,31,47
1099,100,71,100,21,209
1100,100,10,100,35,23
1101,100,23,100,41,96
1102,100,40,100,30,87
1103,100,28,100,34,208
1104,100,98,100,18,248
1105,100,46,100,14,262
1106,100,13,100,31,217
1107,100,87,100,15,186
1108,100,15,100,8,84
1109,100,40,100,49,129
1110,100,64,100,12,245
1111,100,12,100,11,95
1112,100,30,100,16,177
1113,100,10,100,31,277
1114,100,38,100,15,115
1115,100,62,100,35,247
1116,100,16,100,18,40
1117,100,114,100,35,283
1118,100,39,100,29,186
1119,100,112,100,44,292
1120,100,29,100,38,183
1121,100,75,100,16,156
1122,100,14,100,42,31
1123,100,61,100,49,198
1124,100,34,100,38,128
1125,100,37,100,24,90
1126,100,10,100,5,25
1127,100,21,100,39,226
1128,100,26,100,8,272
1129,100,11,100,14,70
1130,100,25,100,9,61
1131,100,22,100,35,62
1132,100,18,100,33,151
1133,100,10,100,13,89
1134,100,22,100,19,204
1135,100,21,100,34,58
1136,100,37,100,48,119
1137,100,48,100,44,151
1138,100,95,100,43,274
1139,100,85,100,8,225
1140,100,48,100,47,179
1141,100,36,100,14,74
1142,100,22,100,22,206
1143,100,30,100,33,213
1144,100,17,100,10,36
1145,100,45,100,40,155
1146,100,136,100,22,299
1147,100,109,100,13,279
1148,100,56,100,34,216
1149,100,83,100,18,227
1150,100,43,100,29,215
